Trip_ID,Person_ID,Year,Total_Stops,Trip_Count,Start_Time,Arrival_Time,Trip_Time,Travel_Time,Wait_Time,Duration,Total_Distance,Original_Place_1,Original_Place_2,Original_Purpose_1,Original_Purpose_2,Destination_1,Destination_2,Dest_Purpose_1,Dest_Purpose_2,Starting_LGA,Ending_LGA,Trip_Purpose,Link_Mode,Dist_1,Dist_2,Dist_3,Dist_4,Dist_5,Dist_6,Dist_7,Mode_1,Mode_2,Mode_3,Mode_4,Mode_5,Mode_6,Mode_7,Time_1,Time_2,Time_3,Time_4,Time_5,Time_6,Time_7
Y12H0000102P03T01,Y12H0000102P03,2012,3,1,510,580,70,54,16,470.0,24.32,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Whittlesea (C),Yarra (C),Work Related,Train,2.79,20.56,0.97,0.0,0.0,0.0,0.0,Vehicle Passenger,Train,Walking,0,0,0,0,10,34.0,10.0,0.0,0.0,0.0,0.0
Y12H0000102P03T02,Y12H0000102P03,2012,3,2,1050,1120,70,56,14,0.0,24.32,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Yarra (C),Whittlesea (C),Change Mode,Train,0.97,20.56,2.79,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Passenger,0,0,0,0,10,36.0,10.0,0.0,0.0,0.0,0.0
Y12H0000103P03T02,Y12H0000103P03,2012,3,2,920,950,30,28,2,0.0,6.22,Place of Education,Secondary School,Education,At school,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Change Mode,Train,0.24,3.52,2.46,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,8.0,15.0,0.0,0.0,0.0,0.0
Y12H0000103P04T02,Y12H0000103P04,2012,3,2,920,950,30,28,2,0.0,6.22,Place of Education,Secondary School,Education,At school,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Change Mode,Train,0.24,3.52,2.46,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,8.0,15.0,0.0,0.0,0.0,0.0
Y12H0000303P01T01,Y12H0000303P01,2012,3,1,430,460,30,30,0,380.0,10.25,Accommodation,Survey Home,At Home,At home,Workplace,Another Workplace,Work Related,Employer's Business,Stonnington (C),Yarra (C),Work Related,Train,1.04,8.31,0.9,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,15.0,5.0,0.0,0.0,0.0,0.0
Y12H0000303P01T02,Y12H0000303P01,2012,3,2,840,880,40,35,5,45.0,10.25,Workplace,Another Workplace,Work Related,Employer's Business,Accommodation,Survey Home,At or Go Home,Go home,Yarra (C),Stonnington (C),Change Mode,Train,0.9,8.31,1.04,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,20.0,10.0,0.0,0.0,0.0,0.0
Y12H0000310P03T01,Y12H0000310P03,2012,4,1,600,650,50,43,7,265.0,14.79,Accommodation,Survey Home,At Home,At home,Place of Education,Education NEC,Education,At school,Stonnington (C),Boroondara (C),Education,Train,1.16,8.88,4.32,0.43,0.0,0.0,0.0,Walking,Train,Train,Walking,0,0,0,10,13.0,8.0,12.0,0.0,0.0,0.0
Y12H0000310P03T02,Y12H0000310P03,2012,4,2,915,990,75,72,3,0.0,24.07,Place of Education,Education NEC,Education,At school,Accommodation,Survey Home,At or Go Home,Go home,Boroondara (C),Stonnington (C),Change Mode,Train,0.43,6.89,14.42,2.33,0.0,0.0,0.0,Walking,Train,Train,Walking,0,0,0,12,13.0,16.0,31.0,0.0,0.0,0.0
Y12H0000312P01T01,Y12H0000312P01,2012,3,1,480,535,55,47,8,200.0,13.02,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Stonnington (C),Melbourne (C),Work Related,Train,0.95,11.45,0.63,0.0,0.0,0.0,0.0,Bicycle,Train,Walking,0,0,0,0,10,22.0,15.0,0.0,0.0,0.0,0.0
Y12H0000312P01T04,Y12H0000312P01,2012,3,4,1095,1160,65,55,10,0.0,16.99,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Stonnington (C),Change Mode,Train,0.63,15.41,0.95,0.0,0.0,0.0,0.0,Walking,Train,Bicycle,0,0,0,0,15,30.0,10.0,0.0,0.0,0.0,0.0
Y12H0000312P03T01,Y12H0000312P03,2012,3,1,470,530,60,57,3,490.0,13.16,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Stonnington (C),Melbourne (C),Work Related,Train,0.95,11.45,0.76,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,15,32.0,10.0,0.0,0.0,0.0,0.0
Y12H0000312P03T02,Y12H0000312P03,2012,3,2,1020,1075,55,52,3,0.0,17.37,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Stonnington (C),Change Mode,Train,0.76,14.42,2.19,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,12.0,30.0,0.0,0.0,0.0,0.0
Y12H0000312P04T01,Y12H0000312P04,2012,3,1,470,515,45,43,2,400.0,10.12,Accommodation,Survey Home,At Home,At home,Place of Education,Secondary School,Education,At school,Stonnington (C),Yarra (C),Education,Train,0.95,7.34,1.83,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,13.0,20.0,0.0,0.0,0.0,0.0
Y12H0000312P04T02,Y12H0000312P04,2012,3,2,915,970,55,44,11,0.0,10.12,Place of Education,Secondary School,Education,At school,Accommodation,Survey Home,At or Go Home,Go home,Yarra (C),Stonnington (C),Change Mode,Train,1.83,7.34,0.95,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,20,14.0,10.0,0.0,0.0,0.0,0.0
Y12H0000312P05T01,Y12H0000312P05,2012,3,1,470,515,45,42,3,410.0,10.12,Accommodation,Survey Home,At Home,At home,Place of Education,Secondary School,Education,At school,Stonnington (C),Yarra (C),Education,Train,0.95,7.34,1.83,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,12.0,20.0,0.0,0.0,0.0,0.0
Y12H0000312P05T02,Y12H0000312P05,2012,4,2,925,962,37,29,8,0.0,5.52,Place of Education,Secondary School,Education,At school,Accommodation,Someone Else's Home,Personal Business,Stayed overnight,Yarra (C),Stonnington (C),Personal Business,Train,1.83,1.53,1.62,0.54,0.0,0.0,0.0,Walking,Train,Train,Walking,0,0,0,13,5.0,6.0,5.0,0.0,0.0,0.0
Y12H0000326P03T01,Y12H0000326P03,2012,3,1,490,545,55,48,7,235.0,15.15,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Monash (C),Melbourne (C),Work Related,Train,0.75,13.85,0.55,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,14,23.0,11.0,0.0,0.0,0.0,0.0
Y12H0000326P03T04,Y12H0000326P03,2012,3,4,1060,1125,65,50,15,0.0,15.15,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Monash (C),Change Mode,Train,0.55,13.85,0.75,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,25.0,15.0,0.0,0.0,0.0,0.0
Y12H0000330P01T01,Y12H0000330P01,2012,3,1,450,505,55,45,10,229.0,14.31,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Monash (C),Melbourne (C),Work Related,Train,3.92,10.16,0.23,0.0,0.0,0.0,0.0,Vehicle Driver,Train,Walking,0,0,0,0,15,25.0,5.0,0.0,0.0,0.0,0.0
Y12H0000330P01T04,Y12H0000330P01,2012,3,4,1100,1165,65,45,20,0.0,14.31,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Monash (C),Change Mode,Train,0.23,10.16,3.92,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Driver,0,0,0,0,5,25.0,15.0,0.0,0.0,0.0,0.0
Y12H0000407P03T02,Y12H0000407P03,2012,5,2,960,985,25,20,5,222.0,5.82,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Someone Else's Home,Social,Visited someone,Maribyrnong (C),Maribyrnong (C),Social,Train,0.38,2.16,0.38,1.95,0.95,0.0,0.0,Walking,Public Bus,Walking,Train,Walking,0,0,2,3.0,5.0,2.0,8.0,0.0,0.0
Y12H0000419P01T01,Y12H0000419P01,2012,4,1,880,950,70,45,25,70.0,11.86,Accommodation,Survey Home,At Home,At home,Shops,Department or Discount Store,Buy Something,Bought something,Maribyrnong (C),Melbourne (C),Buy Something,Train,0.36,7.84,2.96,0.7,0.0,0.0,0.0,Walking,Train,Train,Walking,0,0,0,5,20.0,10.0,10.0,0.0,0.0,0.0
Y12H0000419P01T02,Y12H0000419P01,2012,3,2,1020,1067,47,35,12,0.0,8.0,Shops,Department or Discount Store,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Maribyrnong (C),Change Mode,Train,0.7,6.94,0.36,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,20.0,5.0,0.0,0.0,0.0,0.0
Y12H0000419P02T01,Y12H0000419P02,2012,4,1,880,950,70,45,25,70.0,11.86,Accommodation,Survey Home,At Home,At home,Shops,Department or Discount Store,Buy Something,Bought something,Maribyrnong (C),Melbourne (C),Buy Something,Train,0.36,7.84,2.96,0.7,0.0,0.0,0.0,Walking,Train,Train,Walking,0,0,0,5,20.0,10.0,10.0,0.0,0.0,0.0
Y12H0000419P02T02,Y12H0000419P02,2012,3,2,1020,1067,47,35,12,0.0,8.0,Shops,Department or Discount Store,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Maribyrnong (C),Change Mode,Train,0.7,6.94,0.36,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,20.0,5.0,0.0,0.0,0.0,0.0
Y12H0000425P02T01,Y12H0000425P02,2012,4,1,495,548,53,43,10,202.0,11.26,Accommodation,Survey Home,At Home,At home,Accommodation,Someone Else's Home,Work Related,Employer's Business,Melbourne (C),Yarra (C),Work Related,Train,0.32,5.14,5.0,0.8,0.0,0.0,0.0,Walking,Train,Train,Walking,0,0,0,5,18.0,10.0,10.0,0.0,0.0,0.0
Y12H0000436P02T02,Y12H0000436P02,2012,3,2,1050,1094,44,34,10,0.0,4.64,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Melbourne (C),Change Mode,Train,0.64,3.58,0.43,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,7,20.0,7.0,0.0,0.0,0.0,0.0
Y12H0000439P01T01,Y12H0000439P01,2012,4,1,450,495,45,35,10,555.0,5.0,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Melbourne (C),Melbourne (C),Work Related,Train,0.35,1.86,1.72,1.08,0.0,0.0,0.0,Walking,Train,Train,Walking,0,0,0,8,4.0,10.0,13.0,0.0,0.0,0.0
Y12H0000439P01T02,Y12H0000439P01,2012,3,2,1050,1100,50,39,11,10.0,5.0,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Melbourne (C),Change Mode,Train,1.08,3.58,0.35,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,15.0,14.0,0.0,0.0,0.0,0.0
Y12H0000439P02T01,Y12H0000439P02,2012,3,1,480,520,40,30,10,545.0,4.85,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Melbourne (C),Melbourne (C),Work Related,Train,0.35,3.91,0.59,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,10.0,15.0,0.0,0.0,0.0,0.0
Y12H0000439P02T02,Y12H0000439P02,2012,3,2,1065,1115,50,40,10,0.0,4.85,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Melbourne (C),Change Mode,Train,0.59,3.91,0.35,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,15,20.0,5.0,0.0,0.0,0.0,0.0
Y12H0001001P02T01,Y12H0001001P02,2012,3,1,380,485,105,87,18,475.0,86.11,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Greater Geelong (C),Melbourne (C),Work Related,Train,10.5,74.41,1.2,0.0,0.0,0.0,0.0,Vehicle Driver,Train,Walking,0,0,0,0,11,63.0,13.0,0.0,0.0,0.0,0.0
Y12H0001001P02T02,Y12H0001001P02,2012,3,2,960,1070,110,91,19,0.0,86.11,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Greater Geelong (C),Change Mode,Train,1.2,74.41,10.5,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Driver,0,0,0,0,20,53.0,18.0,0.0,0.0,0.0,0.0
Y12H0010205P04T01,Y12H0010205P04,2012,3,1,420,525,105,90,15,105.0,32.93,Accommodation,Survey Home,At Home,At home,Other,Other NEC,Personal Business,Personal Business (NEC),Greater Dandenong (C),Melbourne (C),Personal Business,Train,3.59,28.78,0.56,0.0,0.0,0.0,0.0,Vehicle Passenger,Train,Walking,0,0,0,0,15,60.0,15.0,0.0,0.0,0.0,0.0
Y12H0010205P04T02,Y12H0010205P04,2012,3,2,630,750,120,90,30,0.0,32.93,Other,Other NEC,Personal Business,Personal Business (NEC),Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Greater Dandenong (C),Change Mode,Train,0.56,28.78,3.59,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Passenger,0,0,0,0,15,60.0,15.0,0.0,0.0,0.0,0.0
Y12H0010222P02T01,Y12H0010222P02,2012,4,1,360,460,100,65,35,485.0,35.67,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Monash (C),Darebin (C),Work Related,Train,2.91,24.0,8.59,0.17,0.0,0.0,0.0,Vehicle Passenger,Train,Train,Walking,0,0,0,10,30.0,20.0,5.0,0.0,0.0,0.0
Y12H0010401P03T04,Y12H0010401P03,2012,3,4,1083,1120,37,30,7,0.0,13.87,Accommodation,Someone Else's Home,Social,Visited someone,Accommodation,Survey Home,At or Go Home,Go home,Glen Eira (C),Melbourne (C),Change Mode,Train,0.49,11.97,1.41,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Passenger,0,0,0,0,2,24.0,4.0,0.0,0.0,0.0,0.0
Y12H0010531P02T01,Y12H0010531P02,2012,3,1,410,480,70,65,5,535.0,23.5,Accommodation,Survey Home,At Home,At home,Place of Education,Tertiary,Work Related,Own Workplace,Hume (C),Brimbank (C),Work Related,Train,2.42,20.46,0.62,0.0,0.0,0.0,0.0,Vehicle Passenger,Train,Walking,0,0,0,0,5,45.0,15.0,0.0,0.0,0.0,0.0
Y12H0010531P02T02,Y12H0010531P02,2012,3,2,1015,1095,80,69,11,0.0,23.51,Place of Education,Tertiary,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Brimbank (C),Hume (C),Change Mode,Train,0.62,20.46,2.42,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Passenger,0,0,0,0,15,50.0,4.0,0.0,0.0,0.0,0.0
Y12H0020105P01T01,Y12H0020105P01,2012,3,1,510,575,65,45,20,475.0,19.66,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Knox (C),Whitehorse (C),Work Related,Train,2.04,17.22,0.4,0.0,0.0,0.0,0.0,Vehicle Driver,Train,Walking,0,0,0,0,10,30.0,5.0,0.0,0.0,0.0,0.0
Y12H0020105P01T02,Y12H0020105P01,2012,3,2,1050,1090,40,33,7,0.0,19.66,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Whitehorse (C),Knox (C),Change Mode,Train,0.4,17.22,2.04,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Driver,0,0,0,0,5,18.0,10.0,0.0,0.0,0.0,0.0
Y12H0020133P06T01,Y12H0020133P06,2012,3,1,480,530,50,49,1,485.0,24.37,Accommodation,Survey Home,At Home,At home,Place of Education,Secondary School,Education,At school,Yarra Ranges (S),Maroondah (C),Education,Train,11.56,11.91,0.9,0.0,0.0,0.0,0.0,Vehicle Passenger,Train,Walking,0,0,0,0,20,15.0,14.0,0.0,0.0,0.0,0.0
Y12H0020133P06T02,Y12H0020133P06,2012,3,2,1015,1080,65,59,6,120.0,24.37,Place of Education,Secondary School,Education,At school,Accommodation,Survey Home,At or Go Home,Go home,Maroondah (C),Yarra Ranges (S),Change Mode,Train,0.9,11.91,11.56,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Passenger,0,0,0,0,12,19.0,28.0,0.0,0.0,0.0,0.0
Y12H0020208P01T01,Y12H0020208P01,2012,5,1,525,615,90,77,13,450.0,61.77,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Cardinia (S),Port Phillip (C),Work Related,Train,2.21,56.96,0.08,1.97,0.55,0.0,0.0,Vehicle Driver,Train,Walking,Tram,Walking,0,0,5,55.0,3.0,10.0,4.0,0.0,0.0
Y12H0020208P01T02,Y12H0020208P01,2012,5,2,1065,1191,126,109,17,0.0,65.66,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Port Phillip (C),Cardinia (S),Change Mode,Train,0.55,1.97,0.1,60.83,2.21,0.0,0.0,Walking,Tram,Walking,Train,Vehicle Driver,0,0,5,10.0,4.0,84.0,6.0,0.0,0.0
Y12H0020215P04T01,Y12H0020215P04,2012,4,1,450,495,45,33,12,437.0,14.14,Accommodation,Survey Home,At Home,At home,Place of Education,Secondary School,Education,At school,Cardinia (S),Cardinia (S),Education,Train,0.92,1.4,11.2,0.62,0.0,0.0,0.0,Walking,Public Bus,Train,Walking,0,0,0,10,6.0,7.0,10.0,0.0,0.0,0.0
Y12H0020215P04T02,Y12H0020215P04,2012,5,2,932,1010,78,46,32,0.0,14.9,Place of Education,Secondary School,Education,At school,Accommodation,Survey Home,At or Go Home,Go home,Cardinia (S),Cardinia (S),Change Mode,Train,0.62,11.2,0.21,1.41,1.46,0.0,0.0,Walking,Train,Walking,Public Bus,Walking,0,0,3,10.0,3.0,6.0,24.0,0.0,0.0
Y12H0020222P03T02,Y12H0020222P03,2012,2,2,473,545,72,72,0,475.0,44.97,Transport Feature,Train Station,Pick-up or Drop-off Someone,Someone picked-up or delivered,Workplace,My Workplace,Work Related,Own Workplace,Casey (C),Melbourne (C),Work Related,Train,44.62,0.35,0.0,0.0,0.0,0.0,0.0,Train,Walking,0,0,0,0,0,68,4.0,0.0,0.0,0.0,0.0,0.0
Y12H0020222P03T03,Y12H0020222P03,2012,3,3,1020,1110,90,79,11,0.0,56.47,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Casey (C),Change Mode,Train,0.35,44.08,12.04,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Passenger,0,0,0,0,5,54.0,20.0,0.0,0.0,0.0,0.0
Y12H0020229P02T01,Y12H0020229P02,2012,3,1,420,510,90,86,4,210.0,51.88,Accommodation,Survey Home,At Home,At home,Place of Education,Tertiary,Education,At Uni/Tech,Casey (C),Melbourne (C),Education,Train,7.06,44.62,0.2,0.0,0.0,0.0,0.0,Vehicle Driver,Train,Walking,0,0,0,0,15,61.0,10.0,0.0,0.0,0.0,0.0
Y12H0020229P02T04,Y12H0020229P02,2012,3,4,960,1050,90,90,0,0.0,51.88,Place of Education,Tertiary,Education,At Uni/Tech,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Casey (C),Change Mode,Train,0.2,44.62,7.06,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Driver,0,0,0,0,10,60.0,20.0,0.0,0.0,0.0,0.0
Y12H0020303P01T01,Y12H0020303P01,2012,3,1,375,435,60,60,0,555.0,7.86,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Monash (C),Glen Eira (C),Work Related,Train,0.7,4.8,2.36,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,15,15.0,30.0,0.0,0.0,0.0,0.0
Y12H0020306P03T01,Y12H0020306P03,2012,3,1,600,620,20,20,0,115.0,4.09,Accommodation,Survey Home,At Home,At home,Recreational Place,Gym,Recreational,Other recreational (eg. exercise),Monash (C),Glen Eira (C),Recreational,Train,0.7,3.05,0.34,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,8,6.0,6.0,0.0,0.0,0.0,0.0
Y12H0020306P03T02,Y12H0020306P03,2012,3,2,735,750,15,15,0,360.0,4.09,Recreational Place,Gym,Recreational,Other recreational (eg. exercise),Accommodation,Survey Home,At or Go Home,Go home,Glen Eira (C),Monash (C),Change Mode,Train,0.34,3.05,0.7,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,4,6.0,5.0,0.0,0.0,0.0,0.0
Y12H0020326P03T01,Y12H0020326P03,2012,5,1,525,575,50,40,10,415.0,17.23,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Monash (C),Stonnington (C),Work Related,Train,0.66,2.97,11.17,2.07,0.35,0.0,0.0,Walking,Public Bus,Train,Train,Walking,0,0,5,5.0,15.0,5.0,10.0,0.0,0.0
Y12H0020326P03T02,Y12H0020326P03,2012,6,2,990,1045,55,55,0,0.0,17.57,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Stonnington (C),Monash (C),Change Mode,Train,0.35,2.07,11.17,0.35,2.96,0.66,0.0,Walking,Train,Train,Walking,Public Bus,Walking,0,15,5.0,20.0,2.0,3.0,10.0,0.0
Y12H0030114P02T03,Y12H0030114P02,2012,3,3,785,835,50,40,10,245.0,14.89,Accommodation,Someone Else's Home,Accompany Someone,Accompanied someone,Recreational Place,Sport Ground or Oval,Social,Watched sport,Darebin (C),Melbourne (C),Social,Train,2.01,12.1,0.78,0.0,0.0,0.0,0.0,Vehicle Driver,Train,Walking,0,0,0,0,10,15.0,15.0,0.0,0.0,0.0,0.0
Y12H0030114P02T04,Y12H0030114P02,2012,3,4,1080,1135,55,40,15,45.0,14.64,Recreational Place,Sport Ground or Oval,Social,Watched sport,Accommodation,Someone Else's Home,Social,Visited someone,Melbourne (C),Darebin (C),Social,Train,0.53,12.1,2.01,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Driver,0,0,0,0,10,15.0,15.0,0.0,0.0,0.0,0.0
Y12H0030125P01T01,Y12H0030125P01,2012,4,1,465,541,76,61,15,4.0,15.8,Accommodation,Survey Home,At Home,At home,Social Place,Restaurant or Cafe,Buy Something,Bought something,Whitehorse (C),Melbourne (C),Buy Something,Train,2.17,10.26,3.13,0.24,0.0,0.0,0.0,Vehicle Driver,Train,Train,Walking,0,0,0,10,30.0,16.0,5.0,0.0,0.0,0.0
Y12H0030125P01T06,Y12H0030125P01,2012,3,6,1065,1124,59,57,2,0.0,19.76,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Whitehorse (C),Change Mode,Train,0.23,17.36,2.17,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Driver,0,0,0,0,5,30.0,22.0,0.0,0.0,0.0,0.0
Y12H0030140P01T02,Y12H0030140P01,2012,3,2,600,635,35,29,6,70.0,4.6,Workplace,My Workplace,Work Related,Own Workplace,Workplace,Another Workplace,Work Related,Employer's Business,Stonnington (C),Melbourne (C),Work Related,Train,0.44,3.79,0.37,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,12,10.0,7.0,0.0,0.0,0.0,0.0
Y12H0030140P01T03,Y12H0030140P01,2012,3,3,705,745,40,34,6,310.0,4.61,Workplace,Another Workplace,Work Related,Employer's Business,Workplace,My Workplace,Work Related,Own Workplace,Melbourne (C),Stonnington (C),Work Related,Train,0.37,3.79,0.45,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,7,18.0,9.0,0.0,0.0,0.0,0.0
Y12H0030202P03T01,Y12H0030202P03,2012,3,1,615,725,110,95,15,355.0,62.92,Accommodation,Survey Home,At Home,At home,Place of Education,Tertiary,Education,At Uni/Tech,Cardinia (S),Melbourne (C),Education,Train,2.65,59.6,0.67,0.0,0.0,0.0,0.0,Vehicle Driver,Train,Walking,0,0,0,0,10,65.0,20.0,0.0,0.0,0.0,0.0
Y12H0030202P03T02,Y12H0030202P03,2012,3,2,1080,1200,120,106,14,0.0,62.92,Place of Education,Tertiary,Education,At Uni/Tech,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Cardinia (S),Change Mode,Train,0.67,59.6,2.65,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Driver,0,0,0,0,30,66.0,10.0,0.0,0.0,0.0,0.0
Y12H0030303P01T02,Y12H0030303P01,2012,3,2,690,730,40,28,12,0.0,3.35,Shops,Food Store,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Yarra (C),Yarra (C),Change Mode,Train,0.72,1.77,0.86,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,15,3.0,10.0,0.0,0.0,0.0,0.0
Y12H0030319P01T01,Y12H0030319P01,2012,5,1,455,530,75,72,3,380.0,21.62,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Yarra (C),Nillumbik (S),Work Related,Train,0.48,0.28,0.04,18.77,2.05,0.0,0.0,Walking,Tram,Walking,Train,Walking,0,0,5,2.0,1.0,32.0,32.0,0.0,0.0
Y12H0030319P01T02,Y12H0030319P01,2012,3,2,910,1010,100,93,7,0.0,21.63,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Nillumbik (S),Yarra (C),Change Mode,Train,2.05,18.77,0.81,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,30,34.0,29.0,0.0,0.0,0.0,0.0
Y12H0030320P04T01,Y12H0030320P04,2012,3,1,690,740,50,25,25,55.0,5.52,Accommodation,Survey Home,At Home,At home,Social Place,Restaurant or Cafe,Social,Ate or drank,Yarra (C),Melbourne (C),Social,Train,0.91,3.79,0.82,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,5.0,10.0,0.0,0.0,0.0,0.0
Y12H0030323P01T04,Y12H0030323P01,2012,3,4,540,572,32,32,0,168.0,6.98,Social Place,Restaurant or Cafe,Social,Ate or drank,Workplace,My Workplace,Work Related,Own Workplace,Yarra (C),Melbourne (C),Work Related,Train,0.55,6.23,0.2,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,7,21.0,4.0,0.0,0.0,0.0,0.0
Y12H0030323P01T05,Y12H0030323P01,2012,3,5,740,766,26,26,0,284.0,6.71,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Yarra (C),Change Mode,Train,0.2,6.23,0.28,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,4,18.0,4.0,0.0,0.0,0.0,0.0
Y12H0030323P01T06,Y12H0030323P01,2012,3,6,1050,1080,30,23,7,210.0,6.4,Accommodation,Survey Home,At Home,At home,Workplace,Another Workplace,Work Related,Employer's Business,Yarra (C),Melbourne (C),Work Related,Train,0.28,5.37,0.75,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,3,14.0,6.0,0.0,0.0,0.0,0.0
