Trip_ID,Person_ID,Year,Total_Stops,Trip_Count,Start_Time,Arrival_Time,Trip_Time,Travel_Time,Wait_Time,Duration,Total_Distance,Original_Place_1,Original_Place_2,Original_Purpose_1,Original_Purpose_2,Destination_1,Destination_2,Dest_Purpose_1,Dest_Purpose_2,Starting_LGA,Ending_LGA,Trip_Purpose,Link_Mode,Dist_1,Dist_2,Dist_3,Dist_4,Dist_5,Dist_6,Dist_7,Mode_1,Mode_2,Mode_3,Mode_4,Mode_5,Mode_6,Mode_7,Time_1,Time_2,Time_3,Time_4,Time_5,Time_6,Time_7
Y16H1890239P03T02,Y16H1890239P03,2016,2,2,491,511,20,20,0,406.0,6.26,Transport Feature,Train Station,Pick-up or Drop-off Someone,Someone picked-up or delivered,Place of Education,Secondary School,Education,At school,Knox (C),Maroondah (C),Education,Train,5.11,1.15,0.0,0.0,0.0,0.0,0.0,Train,Walking,0,0,0,0,0,7,13.0,0.0,0.0,0.0,0.0,0.0
Y16H1890239P03T03,Y16H1890239P03,2016,3,3,917,945,28,26,2,10.0,6.87,Place of Education,Secondary School,Education,At school,Social Place,Library,Education,At school,Maroondah (C),Knox (C),Education,Train,1.15,5.11,0.61,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,13,6.0,7.0,0.0,0.0,0.0,0.0
Y16H1890423P01T01,Y16H1890423P01,2016,3,1,450,545,95,81,14,200.0,81.53,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Moonee Valley (C),Greater Geelong (C),Work Related,Train,12.35,68.52,0.66,0.0,0.0,0.0,0.0,Vehicle Driver,Train,Walking,0,0,0,0,20,56.0,5.0,0.0,0.0,0.0,0.0
Y16H1890423P02T01,Y16H1890423P02,2016,3,1,450,515,65,60,5,625.0,26.52,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Moonee Valley (C),Melbourne (C),Work Related,Train,12.35,13.86,0.31,0.0,0.0,0.0,0.0,Vehicle Passenger,Train,Walking,0,0,0,0,20,30.0,10.0,0.0,0.0,0.0,0.0
Y16H1890423P02T02,Y16H1890423P02,2016,3,2,1140,1215,75,60,15,0.0,26.52,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Moonee Valley (C),Change Mode,Train,0.31,13.86,12.35,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Driver,0,0,0,0,10,30.0,20.0,0.0,0.0,0.0,0.0
Y16H1890442P03T03,Y16H1890442P03,2016,3,3,1026,1068,42,42,0,57.0,11.56,Accommodation,Someone Else's Home,Pick-up or Drop-off Someone,Someone picked-up or delivered,Social Place,Restaurant or Cafe,Social,Ate or drank,Moreland (C),Melbourne (C),Social,Train,6.21,4.8,0.54,0.0,0.0,0.0,0.0,Vehicle Passenger,Train,Walking,0,0,0,0,25,14.0,3.0,0.0,0.0,0.0,0.0
Y16H1890442P03T05,Y16H1890442P03,2016,3,5,1290,1335,45,35,10,1.0,15.52,Other,Other NEC,Social,Social (NEC),Accommodation,Someone Else's Home,Pick-up or Drop-off Someone,Someone picked-up or delivered,Melbourne (C),Moreland (C),Pick-up or Drop-off Someone,Train,0.7,10.49,4.33,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Passenger,0,0,0,0,10,15.0,10.0,0.0,0.0,0.0,0.0
Y16H1900108P01T01,Y16H1900108P01,2016,4,1,420,515,95,80,15,225.0,61.77,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Casey (C),Stonnington (C),Work Related,Train,15.57,41.29,4.62,0.29,0.0,0.0,0.0,Vehicle Driver,Train,Train,Walking,0,0,0,16,40.0,19.0,5.0,0.0,0.0,0.0
Y16H1900108P01T04,Y16H1900108P01,2016,4,4,1010,1120,110,88,22,0.0,61.77,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Stonnington (C),Casey (C),Change Mode,Train,0.29,4.62,41.29,15.57,0.0,0.0,0.0,Walking,Train,Train,Vehicle Driver,0,0,0,5,20.0,48.0,15.0,0.0,0.0,0.0
Y16H1900118P01T02,Y16H1900118P01,2016,4,2,900,1018,118,80,38,0.0,40.42,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Kingston (C) (Vic.),Casey (C),Change Mode,Train,2.68,22.27,15.29,0.18,0.0,0.0,0.0,Walking,Train,Public Bus,Walking,0,0,0,25,32.0,20.0,3.0,0.0,0.0,0.0
Y16H1910219P03T01,Y16H1910219P03,2016,5,1,1005,1080,75,67,8,210.0,31.78,Accommodation,Survey Home,At Home,At home,Social Place,Restaurant or Cafe,Social,Visited someone,Manningham (C),Melbourne (C),Social,Train,4.57,26.03,0.1,0.95,0.13,0.0,0.0,Vehicle Passenger,Train,Walking,Tram,Walking,0,0,10,45.0,2.0,7.0,3.0,0.0,0.0
Y16H1910304P03T01,Y16H1910304P03,2016,3,1,480,520,40,34,6,360.0,6.3,Accommodation,Survey Home,At Home,At home,Place of Education,Secondary School,Education,At school,Kingston (C) (Vic.),Kingston (C) (Vic.),Education,Train,3.34,1.93,1.03,0.0,0.0,0.0,0.0,Vehicle Passenger,Train,Walking,0,0,0,0,5,4.0,25.0,0.0,0.0,0.0,0.0
Y16H1910304P03T02,Y16H1910304P03,2016,3,2,880,985,105,90,15,0.0,6.5,Place of Education,Secondary School,Education,At school,Accommodation,Survey Home,At or Go Home,Go home,Kingston (C) (Vic.),Kingston (C) (Vic.),Change Mode,Train,1.03,1.93,3.54,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,25,5.0,60.0,0.0,0.0,0.0,0.0
Y16H1910310P02T01,Y16H1910310P02,2016,5,1,465,541,76,71,5,488.0,21.37,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Kingston (C) (Vic.),Melbourne (C),Work Related,Train,0.82,18.63,0.17,1.65,0.1,0.0,0.0,Walking,Train,Walking,Tram,Walking,0,0,10,40.0,5.0,15.0,1.0,0.0,0.0
Y16H1910310P02T02,Y16H1910310P02,2016,5,2,1029,1100,71,66,5,70.0,21.37,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Kingston (C) (Vic.),Change Mode,Train,0.1,1.65,0.17,18.63,0.82,0.0,0.0,Walking,Tram,Walking,Train,Walking,0,0,1,10.0,5.0,40.0,10.0,0.0,0.0
Y16H1910313P01T01,Y16H1910313P01,2016,3,1,660,740,80,73,7,160.0,20.15,Accommodation,Survey Home,At Home,At home,Social Place,Gallery or Museum,Social,Social (NEC),Kingston (C) (Vic.),Melbourne (C),Social,Train,4.97,14.59,0.59,0.0,0.0,0.0,0.0,Vehicle Driver,Train,Walking,0,0,0,0,30,35.0,8.0,0.0,0.0,0.0,0.0
Y16H1910313P01T02,Y16H1910313P01,2016,3,2,900,985,85,76,9,0.0,20.15,Social Place,Gallery or Museum,Social,Social (NEC),Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Kingston (C) (Vic.),Change Mode,Train,0.59,14.59,4.97,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Driver,0,0,0,0,20,36.0,20.0,0.0,0.0,0.0,0.0
Y16H1910334P02T03,Y16H1910334P02,2016,4,3,870,945,75,65,10,0.0,12.86,Shops,Shopping Centre,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Monash (C),Kingston (C) (Vic.),Change Mode,Train,0.31,4.78,6.62,1.16,0.0,0.0,0.0,Walking,Train,Train,Walking,0,0,0,5,35.0,15.0,10.0,0.0,0.0,0.0
Y16H1910403P01T01,Y16H1910403P01,2016,3,1,470,550,80,66,14,465.0,27.47,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Hume (C),Melbourne (C),Work Related,Train,8.62,18.21,0.64,0.0,0.0,0.0,0.0,Vehicle Passenger,Train,Walking,0,0,0,0,15,41.0,10.0,0.0,0.0,0.0,0.0
Y16H1910403P01T02,Y16H1910403P01,2016,4,2,1015,1105,90,65,25,0.0,27.47,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Hume (C),Change Mode,Train,0.64,18.21,7.55,1.07,0.0,0.0,0.0,Walking,Train,Public Bus,Walking,0,0,0,10,40.0,5.0,10.0,0.0,0.0,0.0
Y16H1910403P03T01,Y16H1910403P03,2016,4,1,625,695,70,46,24,280.0,26.2,Accommodation,Survey Home,At Home,At home,Place of Education,Tertiary,Education,At Uni/Tech,Hume (C),Melbourne (C),Education,Train,1.07,7.55,17.34,0.24,0.0,0.0,0.0,Walking,Public Bus,Train,Walking,0,0,0,5,5.0,31.0,5.0,0.0,0.0,0.0
Y16H1910403P03T02,Y16H1910403P03,2016,4,2,975,1047,72,53,19,0.0,26.2,Place of Education,Tertiary,Education,At Uni/Tech,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Hume (C),Change Mode,Train,0.24,17.34,7.55,1.07,0.0,0.0,0.0,Walking,Train,Public Bus,Walking,0,0,0,5,33.0,5.0,10.0,0.0,0.0,0.0
Y16H1910403P05T01,Y16H1910403P05,2016,6,1,440,540,100,78,22,420.0,27.72,Accommodation,Survey Home,At Home,At home,Place of Education,Tertiary,Education,At Uni/Tech,Hume (C),Melbourne (C),Education,Train,1.07,7.55,17.34,0.13,1.01,0.62,0.0,Walking,Public Bus,Train,Walking,Tram,Walking,0,10,5.0,35.0,5.0,13.0,10.0,0.0
Y16H1910403P05T02,Y16H1910403P05,2016,6,2,960,1080,120,75,45,0.0,27.72,Place of Education,Tertiary,Education,At Uni/Tech,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Hume (C),Change Mode,Train,0.62,1.01,0.13,17.34,7.55,1.07,0.0,Walking,Tram,Walking,Train,Public Bus,Walking,0,10,10.0,5.0,35.0,5.0,10.0,0.0
Y16H1930127P01T01,Y16H1930127P01,2016,3,1,510,540,30,30,0,50.0,9.46,Accommodation,Survey Home,At Home,At home,Shops,Supermarket,Buy Something,Bought something,Mornington Peninsula (S),Frankston (C),Buy Something,Train,0.42,8.05,1.0,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,10.0,10.0,0.0,0.0,0.0,0.0
Y16H1930203P03T03,Y16H1930203P03,2016,4,3,960,1040,80,39,41,0.0,8.84,Social Place,Restaurant or Cafe,Social,Ate or drank,Accommodation,Survey Home,At or Go Home,Go home,Boroondara (C),Manningham (C),Change Mode,Train,0.36,3.82,4.48,0.19,0.0,0.0,0.0,Walking,Train,Public Bus,Walking,0,0,0,7,12.0,15.0,5.0,0.0,0.0,0.0
Y16H1930222P01T01,Y16H1930222P01,2016,3,1,360,418,58,53,5,187.0,20.48,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Whitehorse (C),Melbourne (C),Work Related,Train,3.47,16.29,0.72,0.0,0.0,0.0,0.0,Vehicle Driver,Train,Walking,0,0,0,0,15,30.0,8.0,0.0,0.0,0.0,0.0
Y16H1930222P01T04,Y16H1930222P01,2016,3,4,930,1020,90,75,15,40.0,19.97,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Someone Else's Home,Pick-up or Drop-off Someone,Someone picked-up or delivered,Melbourne (C),Whitehorse (C),Pick-up or Drop-off Someone,Train,1.72,14.58,3.66,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Driver,0,0,0,0,35,30.0,10.0,0.0,0.0,0.0,0.0
Y16H1930313P02T01,Y16H1930313P02,2016,5,1,510,640,130,62,68,140.0,20.61,Accommodation,Survey Home,At Home,At home,Workplace,Another Workplace,Work Related,Employer's Business,Port Phillip (C),Bayside (C),Work Related,Train,0.15,2.82,0.16,16.29,1.19,0.0,0.0,Walking,Tram,Walking,Train,Walking,0,0,15,5.0,2.0,30.0,10.0,0.0,0.0
Y16H1930313P02T02,Y16H1930313P02,2016,3,2,780,875,95,80,15,50.0,17.71,Workplace,Another Workplace,Work Related,Employer's Business,Social Place,Social NEC,Social,Social (NEC),Bayside (C),Melbourne (C),Social,Train,1.19,16.29,0.22,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,30,40.0,10.0,0.0,0.0,0.0,0.0
Y16H1930418P02T01,Y16H1930418P02,2016,3,1,495,550,55,47,8,35.0,21.91,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Brimbank (C),Yarra (C),Work Related,Train,9.02,12.81,0.07,0.0,0.0,0.0,0.0,Vehicle Passenger,Train,Walking,0,0,0,0,15,27.0,5.0,0.0,0.0,0.0,0.0
Y16H1930418P02T06,Y16H1930418P02,2016,3,6,1090,1145,55,55,0,0.0,21.91,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Yarra (C),Brimbank (C),Change Mode,Train,0.07,12.81,9.02,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Passenger,0,0,0,0,5,35.0,15.0,0.0,0.0,0.0,0.0
Y16H1930437P02T01,Y16H1930437P02,2016,5,1,520,590,70,61,9,180.0,24.97,Accommodation,Survey Home,At Home,At home,Place of Education,Tertiary,Education,At Uni/Tech,Brimbank (C),Melbourne (C),Education,Train,5.65,16.06,0.12,2.28,0.86,0.0,0.0,Vehicle Driver,Train,Walking,Public Bus,Walking,0,0,10,21.0,10.0,10.0,10.0,0.0,0.0
Y16H1930437P02T02,Y16H1930437P02,2016,4,2,770,855,85,44,41,225.0,24.91,Place of Education,Tertiary,Education,At Uni/Tech,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Brimbank (C),Change Mode,Train,0.94,2.26,16.06,5.65,0.0,0.0,0.0,Walking,Public Bus,Train,Vehicle Driver,0,0,0,10,4.0,20.0,10.0,0.0,0.0,0.0
Y16H1930503P01T01,Y16H1930503P01,2016,3,1,465,510,45,34,11,210.0,18.15,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Brimbank (C),Melbourne (C),Work Related,Train,1.7,16.08,0.38,0.0,0.0,0.0,0.0,Vehicle Passenger,Train,Walking,0,0,0,0,5,19.0,10.0,0.0,0.0,0.0,0.0
Y16H1930503P01T04,Y16H1930503P01,2016,3,4,1050,1100,50,48,2,0.0,18.15,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Brimbank (C),Change Mode,Train,0.38,16.08,1.7,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Passenger,0,0,0,0,10,28.0,10.0,0.0,0.0,0.0,0.0
Y16H1930519P02T01,Y16H1930519P02,2016,3,1,480,529,49,34,15,326.0,13.83,Accommodation,Survey Home,At Home,At home,Place of Education,Tertiary,Education,At Uni/Tech,Brimbank (C),Maribyrnong (C),Education,Train,1.54,10.69,1.59,0.0,0.0,0.0,0.0,Vehicle Passenger,Train,Walking,0,0,0,0,10,10.0,14.0,0.0,0.0,0.0,0.0
Y16H1930519P02T02,Y16H1930519P02,2016,3,2,855,905,50,40,10,100.0,13.83,Place of Education,Tertiary,Education,At Uni/Tech,Accommodation,Survey Home,At or Go Home,Go home,Maribyrnong (C),Brimbank (C),Change Mode,Train,1.59,10.69,1.54,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,15,10.0,15.0,0.0,0.0,0.0,0.0
Y16H1930535P01T01,Y16H1930535P01,2016,5,1,475,525,50,48,2,500.0,17.82,Accommodation,Survey Home,At Home,At home,Workplace,Workplace NEC,Work Related,Own Workplace,Brimbank (C),Yarra (C),Work Related,Train,0.35,13.86,0.37,3.21,0.03,0.0,0.0,Walking,Train,Walking,Tram,Walking,0,0,4,22.0,5.0,14.0,3.0,0.0,0.0
Y16H1930535P01T02,Y16H1930535P01,2016,5,2,1025,1085,60,46,14,0.0,17.82,Workplace,Workplace NEC,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Yarra (C),Brimbank (C),Change Mode,Train,0.03,3.21,0.37,13.86,0.35,0.0,0.0,Walking,Tram,Walking,Train,Walking,0,0,3,14.0,3.0,21.0,5.0,0.0,0.0
Y16H1930535P02T01,Y16H1930535P02,2016,3,1,475,507,32,30,2,433.0,13.72,Accommodation,Survey Home,At Home,At home,Workplace,Workplace NEC,Work Related,Own Workplace,Brimbank (C),Melbourne (C),Work Related,Train,0.35,12.72,0.65,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,4,19.0,7.0,0.0,0.0,0.0,0.0
Y16H1930535P02T02,Y16H1930535P02,2016,3,2,940,978,38,31,7,0.0,13.72,Workplace,Workplace NEC,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Brimbank (C),Change Mode,Train,0.65,12.72,0.35,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,7,20.0,4.0,0.0,0.0,0.0,0.0
Y16H1940103P03T01,Y16H1940103P03,2016,4,1,510,700,190,172,18,335.0,78.82,Accommodation,Survey Home,At Home,At home,Other,Other NEC,Social,Visited someone,Mornington Peninsula (S),Melbourne (C),Social,Train,0.72,34.9,42.56,0.64,0.0,0.0,0.0,Walking,Public Bus,Train,Walking,0,0,0,10,82.0,70.0,10.0,0.0,0.0,0.0
Y16H1940203P01T01,Y16H1940203P01,2016,3,1,420,460,40,38,2,510.0,14.96,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Maroondah (C),Yarra Ranges (S),Work Related,Train,0.41,13.37,1.18,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,2,24.0,12.0,0.0,0.0,0.0,0.0
Y16H1940203P01T02,Y16H1940203P01,2016,3,2,970,1010,40,38,2,0.0,14.96,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Yarra Ranges (S),Maroondah (C),Change Mode,Train,1.18,13.37,0.41,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,12,24.0,2.0,0.0,0.0,0.0,0.0
Y16H1940211P01T01,Y16H1940211P01,2016,3,1,470,540,70,60,10,240.0,26.56,Accommodation,Survey Home,At Home,At home,Workplace,Another Workplace,Work Related,Employer's Business,Maroondah (C),Melbourne (C),Work Related,Train,0.61,25.4,0.54,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,40.0,10.0,0.0,0.0,0.0,0.0
Y16H1940211P01T04,Y16H1940211P01,2016,3,4,1025,1070,45,40,5,60.0,26.36,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Maroondah (C),Change Mode,Train,0.35,25.4,0.61,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,20.0,10.0,0.0,0.0,0.0,0.0
Y16H1940224P01T01,Y16H1940224P01,2016,3,1,340,420,80,75,5,610.0,26.45,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Maroondah (C),Melbourne (C),Work Related,Train,1.69,24.26,0.5,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,20,40.0,15.0,0.0,0.0,0.0,0.0
Y16H1940224P01T02,Y16H1940224P01,2016,3,2,1030,1070,40,35,5,0.0,26.45,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Maroondah (C),Change Mode,Train,0.5,24.26,1.69,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,15.0,10.0,0.0,0.0,0.0,0.0
Y16H1940225P02T01,Y16H1940225P02,2016,3,1,510,610,100,90,10,580.0,27.88,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Maroondah (C),Melbourne (C),Work Related,Train,1.5,25.97,0.41,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,30,50.0,10.0,0.0,0.0,0.0,0.0
Y16H1940225P02T02,Y16H1940225P02,2016,3,2,1190,1290,100,90,10,0.0,27.88,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Maroondah (C),Change Mode,Train,0.41,25.97,1.5,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,50.0,30.0,0.0,0.0,0.0,0.0
Y16H1940311P01T01,Y16H1940311P01,2016,5,1,480,543,63,55,8,177.0,22.63,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Kingston (C) (Vic.),Melbourne (C),Work Related,Train,2.86,18.5,0.4,0.56,0.31,0.0,0.0,Vehicle Passenger,Train,Walking,Tram,Walking,0,0,10,35.0,2.0,5.0,3.0,0.0,0.0
Y16H1940311P01T04,Y16H1940311P01,2016,5,4,1140,1215,75,60,15,0.0,21.15,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Kingston (C) (Vic.),Change Mode,Train,0.31,0.56,0.4,16.79,3.09,0.0,0.0,Walking,Tram,Walking,Train,Vehicle Driver,0,0,5,5.0,5.0,35.0,10.0,0.0,0.0
Y16H1940323P03T01,Y16H1940323P03,2016,4,1,425,500,75,52,23,438.0,22.35,Accommodation,Survey Home,At Home,At home,Place of Education,Secondary School,Education,At school,Monash (C),Casey (C),Education,Train,0.78,12.82,7.64,1.11,0.0,0.0,0.0,Walking,Train,Public Bus,Walking,0,0,0,9,18.0,15.0,10.0,0.0,0.0,0.0
Y16H1940323P03T02,Y16H1940323P03,2016,3,2,938,980,42,35,7,0.0,21.66,Place of Education,Secondary School,Education,At school,Accommodation,Survey Home,At or Go Home,Go home,Casey (C),Monash (C),Change Mode,Train,8.06,12.82,0.78,0.0,0.0,0.0,0.0,School Bus,Train,Walking,0,0,0,0,9,18.0,8.0,0.0,0.0,0.0,0.0
Y16H1940330P01T01,Y16H1940330P01,2016,3,1,420,470,50,50,0,520.0,14.86,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Monash (C),Stonnington (C),Work Related,Train,0.5,14.13,0.23,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,40.0,5.0,0.0,0.0,0.0,0.0
Y16H1940330P01T02,Y16H1940330P01,2016,3,2,990,1040,50,43,7,10.0,14.86,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Stonnington (C),Monash (C),Change Mode,Train,0.23,14.13,0.5,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,33.0,5.0,0.0,0.0,0.0,0.0
Y16H1940330P02T03,Y16H1940330P02,2016,3,3,495,550,55,55,0,170.0,19.77,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Monash (C),Melbourne (C),Work Related,Train,0.5,18.5,0.77,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,40.0,10.0,0.0,0.0,0.0,0.0
Y16H1940330P02T06,Y16H1940330P02,2016,3,6,1110,1170,60,53,7,0.0,19.77,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Monash (C),Change Mode,Train,0.77,18.5,0.5,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,38.0,5.0,0.0,0.0,0.0,0.0
Y16H1940331P01T02,Y16H1940331P01,2016,3,2,468,526,58,50,8,194.0,16.64,Place of Education,Kinder or Preschool,Pick-up or Drop-off Someone,Someone picked-up or delivered,Workplace,My Workplace,Work Related,Own Workplace,Monash (C),Melbourne (C),Work Related,Train,0.78,15.66,0.2,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,8,38.0,4.0,0.0,0.0,0.0,0.0
Y16H1940331P01T05,Y16H1940331P01,2016,3,5,1062,1123,61,49,12,15.0,19.08,Workplace,My Workplace,Work Related,Own Workplace,Social Place,Restaurant or Cafe,Pick-up or Deliver Something,Something picked-up or delivered for home,Melbourne (C),Monash (C),Pick-up or Deliver Something,Train,0.2,18.5,0.39,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,4,42.0,3.0,0.0,0.0,0.0,0.0
Y16H1940331P02T01,Y16H1940331P02,2016,3,1,407,465,58,53,5,545.0,20.01,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Monash (C),Melbourne (C),Work Related,Train,0.65,18.5,0.86,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,32.0,11.0,0.0,0.0,0.0,0.0
Y16H1940331P02T02,Y16H1940331P02,2016,6,2,1010,1060,50,49,1,20.0,18.24,Workplace,My Workplace,Work Related,Own Workplace,Place of Education,Childcare,Pick-up or Drop-off Someone,Someone picked-up or delivered,Melbourne (C),Monash (C),Pick-up or Drop-off Someone,Train,0.16,0.82,0.45,0.38,15.66,0.78,0.0,Walking,Tram,Tram,Walking,Train,Walking,0,3,5.0,3.0,4.0,26.0,8.0,0.0
Y16H1940332P02T01,Y16H1940332P02,2016,3,1,540,590,50,46,4,130.0,18.19,Accommodation,Survey Home,At Home,At home,Workplace,Workplace NEC,Work Related,Own Workplace,Monash (C),Melbourne (C),Work Related,Train,0.6,16.79,0.8,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,8,28.0,10.0,0.0,0.0,0.0,0.0
Y16H1940332P02T02,Y16H1940332P02,2016,3,2,720,760,40,25,15,110.0,13.67,Workplace,Workplace NEC,Work Related,Own Workplace,Workplace,Workplace NEC,Work Related,Own Workplace,Melbourne (C),Banyule (C),Work Related,Train,0.8,12.41,0.46,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,8,15.0,2.0,0.0,0.0,0.0,0.0
Y16H1940332P02T03,Y16H1940332P02,2016,4,3,870,958,88,70,18,0.0,30.67,Workplace,Workplace NEC,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Banyule (C),Monash (C),Change Mode,Train,0.46,12.7,16.92,0.6,0.0,0.0,0.0,Walking,Train,Train,Walking,0,0,0,2,30.0,30.0,8.0,0.0,0.0,0.0
Y16H1940335P04T02,Y16H1940335P04,2016,3,2,1040,1100,60,60,0,25.0,33.97,Shops,Shopping Centre,Social,Ate or drank,Accommodation,Survey Home,At or Go Home,Go home,Monash (C),Monash (C),Change Mode,Train,0.75,32.52,0.7,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,20.0,30.0,0.0,0.0,0.0,0.0
Y16H1950203P01T01,Y16H1950203P01,2016,3,1,432,505,73,62,11,505.0,32.15,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Maroondah (C),Melbourne (C),Work Related,Train,3.49,28.02,0.64,0.0,0.0,0.0,0.0,Vehicle Driver,Train,Walking,0,0,0,0,8,41.0,13.0,0.0,0.0,0.0,0.0
Y16H1950203P01T02,Y16H1950203P01,2016,3,2,1010,1077,67,62,5,0.0,31.82,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Maroondah (C),Change Mode,Train,0.38,27.94,3.49,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Driver,0,0,0,0,6,46.0,10.0,0.0,0.0,0.0,0.0
Y16H1950209P03T01,Y16H1950209P03,2016,3,1,470,540,70,59,11,510.0,30.71,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Maroondah (C),Melbourne (C),Work Related,Train,3.53,26.23,0.94,0.0,0.0,0.0,0.0,Vehicle Driver,Train,Walking,0,0,0,0,10,34.0,15.0,0.0,0.0,0.0,0.0
